year_id,age_group_id,age_group_name,sex_id,sex,agg_cause,mean_all,lower_all,upper_all,mean_pub,lower_pub,upper_pub,mean_pri,lower_pri,upper_pri,mean_oop,lower_oop,upper_oop
2007,12,35 to 39,1,Male,Communicable and nutrition disorders,149569970.6,141892565.5,158509640.1,39329357.05,32270699.88,46926141.02,98677231.79,91546595.83,108174089.1,11563381.56,9332848.012,13798610.29
2007,12,35 to 39,2,Female,Communicable and nutrition disorders,261160852.8,244294838.7,278825185.5,84667061.97,67607657.56,100758768,156641944.1,143467450.7,173855123.8,19851846.76,15498819.23,23490933.67
2007,13,40 to 44,1,Male,Communicable and nutrition disorders,145295785.2,137816669.5,154196797.2,37629562.98,30153133.04,45159100.28,96938992.27,90626596.03,105612313.1,10727229.97,8735384.453,12742549.09
2007,13,40 to 44,2,Female,Communicable and nutrition disorders,249165416.3,232969952.9,265457559.6,79657201.05,63274446.77,94640946.8,151199696,138906321.1,167096213.2,18308519.25,14682824.42,21717019.98
2007,14,45 to 49,1,Male,Communicable and nutrition disorders,143177306.6,135208836.3,150699390.3,38064256.07,28648398.03,48347444.27,95084373.19,87915999.59,104086583.7,10028677.27,8525220.418,12256706.88
2007,14,45 to 49,2,Female,Communicable and nutrition disorders,236271486,222456162.4,252816750.9,73832517.53,57198893.52,88973529.47,145728970.8,133513152.7,159686206.9,16709997.73,13916026.68,19964126.56
2007,15,50 to 54,1,Male,Communicable and nutrition disorders,133010470.3,125336510.4,140490245.1,37881854.75,25422458.77,52162847.06,86323962.22,76685737.62,95869642.59,8804653.408,7677443.815,10821695.87
2007,15,50 to 54,2,Female,Communicable and nutrition disorders,202265737.7,191857593.7,220070883.5,64707479.14,47931333.58,85874418.16,123815863.9,110088812.5,138427691,13742394.75,12028466.51,16402639.53
2007,16,55 to 59,1,Male,Communicable and nutrition disorders,119173870.4,111160148.9,127871023.5,38118035.77,23862979.02,56909660.31,73669675.36,61374467.48,84605247.47,7386159.282,6271515.352,9145164.584
2007,16,55 to 59,2,Female,Communicable and nutrition disorders,167613635.1,159331014.1,183645214.3,58258695.19,39396285.15,87959313.16,98512064.75,83450952.72,113964292.5,10842875.12,9288131.973,13112024.02
2007,17,60 to 64,1,Male,Communicable and nutrition disorders,103613932.1,94915589.13,113665964.2,38427680.14,23757847.37,63090285.18,59183410.38,45426417.91,70763785.29,6002841.573,4863700.893,7521530.444
2007,17,60 to 64,2,Female,Communicable and nutrition disorders,135972723.6,127821527.3,149203648.8,53132442.33,33717656.82,84101750,74515939.23,58435576.55,89710296.51,8324341.991,6765837.866,10392647.7
2007,18,65 to 69,1,Male,Communicable and nutrition disorders,114599571.1,106146265.4,126608616.9,103926917.5,93920672.23,116753438.7,9214977.03,6322883.615,13767538.72,1457676.579,1049976.481,2005905.977
2007,18,65 to 69,2,Female,Communicable and nutrition disorders,147849509.9,138262939.3,159699104.8,134901976.6,123144371.3,147446201.1,11087551.65,7682754.515,15984993.7,1859981.652,1339843.163,2445975.208
2007,19,70 to 74,1,Male,Communicable and nutrition disorders,103980792.1,94574501.09,113867807.5,95770716.59,87109444.71,105422496,7092060.731,5224156.403,9370074.658,1118014.763,832644.6403,1381485.075
2007,19,70 to 74,2,Female,Communicable and nutrition disorders,139776788.5,130495899.6,149228488.1,129618253.6,119382595.5,139296973.5,8701236.94,6487035.597,11218461.19,1457297.867,1068823.542,1748742.694
2007,20,75 to 79,1,Male,Communicable and nutrition disorders,100567303.5,87912092.94,110949052.9,93198069.35,81862164.51,103714561.4,6404852.082,4381079.756,9015598.987,964382.0655,706827.1744,1184494.782
2007,20,75 to 79,2,Female,Communicable and nutrition disorders,144653084.2,130979852.3,156522158.5,135016035.6,122450112.9,146560198.6,8302097.157,6063893.958,11489738.89,1334951.383,958849.2924,1615448.495
2007,30,80 to 84,1,Male,Communicable and nutrition disorders,95978976.67,84995813.96,105585945.5,89079963.36,79293865.74,98819001.94,6034414.289,4518074.664,8763910.399,864598.9912,613363.7962,1121141.808
2007,30,80 to 84,2,Female,Communicable and nutrition disorders,147483090.9,129646977.5,162734778.5,137538172.6,120674068.4,151131173.6,8636514.791,6831048.315,12111493.92,1308403.552,939613.1246,1662144.268
2007,160,85 plus,1,Male,Communicable and nutrition disorders,109930798.5,81792726.83,127529381.9,101825539.2,75838398.23,119866511.6,7143689.769,4348055.078,10367711.32,961569.5408,599512.9832,1323356.718
2007,160,85 plus,2,Female,Communicable and nutrition disorders,203342182.9,167117641.3,224971163.4,188535498.4,149015717.8,210963192.2,13029036.03,9724818.477,19275116.67,1777648.437,1339438.145,2335161.683
2008,28,<1 year,1,Male,Communicable and nutrition disorders,351821787.4,329608005.6,392270780,232584283.2,200707184.6,269373578,106005638.7,86869261.3,124123421.4,13231865.68,9661759.029,16496073.39
2008,28,<1 year,2,Female,Communicable and nutrition disorders,268562742.1,250247225.3,289490507.5,176662118.2,154125567.1,203390042.5,81805652.33,67671628.59,96779024.54,10094971.57,7112153.901,12281385.28
2008,5,1 to 4,1,Male,Communicable and nutrition disorders,656987104.4,607752078.1,693124257.8,428926201.6,382707157.4,477624657,202109447.7,174843694,242098262.8,25951455.1,19911716.56,32089028.17
2008,5,1 to 4,2,Female,Communicable and nutrition disorders,544787589.1,512642614.5,586932910.2,354668124.5,309949645.2,402271095,168472074.6,143723521.2,194344169.8,21647389.87,16142654.53,27285643.34
2008,6,5 to 9,1,Male,Communicable and nutrition disorders,253454091.1,235705223.5,264674379.3,148599928.1,130636264.4,167163869.9,93196604.96,81911184.83,105323646.8,11657558.02,9487040.448,13949063.61
2008,6,5 to 9,2,Female,Communicable and nutrition disorders,237835452.7,220567190.2,250269709.8,139565120.6,120920367.4,158213522.7,87165641.02,76224367.99,97148799.62,11104691.08,8968161.341,13386619.41
2008,7,10 to 14,1,Male,Communicable and nutrition disorders,171854199.6,161557241.4,180757385.3,88041977.92,75998116.33,101276780.8,74295409.92,61948983,81130066.16,9516811.713,7898140.431,11471477.58
2008,7,10 to 14,2,Female,Communicable and nutrition disorders,197016117.2,184886348.2,206376189.5,102474065.1,88649120.05,118000583.7,83509041.81,69287591.47,91591605.89,11033010.21,9093750.647,13182853.31
2008,8,15 to 19,1,Male,Communicable and nutrition disorders,171356647.6,163075256,180079260.6,75935910.6,66048454.88,86743889.47,84244688.97,74024276.63,90861309.22,11176048.06,9590292.584,13195881.15
2008,8,15 to 19,2,Female,Communicable and nutrition disorders,254668891.5,238915012,268098397.5,119319921.8,101469859.9,140267901.9,118418159.2,105342925.5,129233723.7,16930810.52,14237624.45,19946854.8
2008,9,20 to 24,1,Male,Communicable and nutrition disorders,184657051.7,176596391.1,195370190.9,71892046.07,59402424.71,82133826.72,99256777.53,88376459.18,106831755.4,13508227.89,11087311.36,16565265.05
2008,9,20 to 24,2,Female,Communicable and nutrition disorders,377713346.3,345211340.1,406403996.3,175568015.2,129316022.8,221614847.4,173888846.2,150584058,194430480.8,28256484.92,22598441.35,35365878.69
2008,10,25 to 29,1,Male,Communicable and nutrition disorders,186966919.6,178011532.4,197717188.5,63408570.39,51492876.69,73709423.36,109163529.2,98867431.72,118042847.7,14394820.08,11756850.83,17675700.1
2008,10,25 to 29,2,Female,Communicable and nutrition disorders,351967912.8,327809741.3,371656696.1,137711911.9,107773932.5,164503985.5,187272889.9,168865546.1,206447195.6,26983110.89,22086823.64,32478279.54
2008,11,30 to 34,1,Male,Communicable and nutrition disorders,165220749.3,157872973.3,172999491,49678118.63,40962233.65,58240202.66,102766033.4,95022213.89,111520118.2,12776597.24,10548452.04,15371154.51
2008,11,30 to 34,2,Female,Communicable and nutrition disorders,287445829.7,271105493.5,304020145.9,100258476.1,81445962.92,118526453.2,165178201.8,151605195.1,182153141.5,22009151.87,17552102.23,25902812.98
2008,12,35 to 39,1,Male,Communicable and nutrition disorders,158774320.9,150933618.9,167125648.1,44445909.96,35882731.47,52433111.59,102416005.7,95164763.09,111438767,11912405.14,9589958.45,14236448.29
2008,12,35 to 39,2,Female,Communicable and nutrition disorders,277500238.5,259926543.6,294649056.5,93918254.5,74667922.41,111452769.7,162955915.1,149817064.1,181578718.1,20626068.95,15999895.53,24462389.18
2008,13,40 to 44,1,Male,Communicable and nutrition disorders,153774329,146633403.7,161537840.6,42373709.11,32547049.58,50852341.58,100377801.1,93862011.52,109464559.7,11022818.75,8869356.351,13111599.16
2008,13,40 to 44,2,Female,Communicable and nutrition disorders,261284531.3,245622262.1,277436762,87241294.76,69424045.16,102763316.7,155252423,143356975.2,172640047.2,18790813.71,15001923.18,22488473.76
2008,14,45 to 49,1,Male,Communicable and nutrition disorders,153467000.5,146166182.5,161073862.7,43305857.16,31098519.91,54350360.11,99734905.82,92278266.44,109040768.2,10426237.41,8793961.667,13014987.44
2008,14,45 to 49,2,Female,Communicable and nutrition disorders,252995478.1,239955396.1,270068501.7,83156682.17,64618472.52,99243099.35,152358528.9,139736073.7,167599436.9,17480266.98,14383303.02,21416089.81
2008,15,50 to 54,1,Male,Communicable and nutrition disorders,143311387.9,135838002.1,151959374.6,43234638.55,28949052.28,58797401.23,90882492.56,80542605.53,100897185.3,9194256.825,8097976.41,11435200.75
2008,15,50 to 54,2,Female,Communicable and nutrition disorders,220150953.6,209859601.8,238583323.2,74283151.58,54408596.33,96556394.01,131305967.2,116195317.2,146343763.3,14561834.78,12726034.39,17731299.99
2008,16,55 to 59,1,Male,Communicable and nutrition disorders,127424534.6,119976344.8,136755201.6,42890143.72,27059207.7,62698789.43,76874518.51,64821628.03,88334766.93,7659872.368,6545151.812,9658445.858
2008,16,55 to 59,2,Female,Communicable and nutrition disorders,180483162.1,171547109.5,197449835.6,65876417.74,44308354.2,95933200.46,103256181.6,86597703.7,119825465.3,11350562.65,9755249.101,13830296.89
2008,17,60 to 64,1,Male,Communicable and nutrition disorders,112493469.4,103450626.4,122728244.4,43395157.56,26764964.36,69415587.11,62770034.65,48272621.37,75827619.85,6328277.103,5129938.618,7956642.428
2008,17,60 to 64,2,Female,Communicable and nutrition disorders,148657049.9,140339499.7,162138923.6,60503642.9,37844464.85,93611680.52,79310454.32,61289955.81,96062621.32,8842952.665,7183964.596,11018082.55
2008,18,65 to 69,1,Male,Communicable and nutrition disorders,122621403,113287222.1,133038405.2,111070901.3,100296637,123264169.2,9983537.567,6880053.705,14895021.75,1566964.121,1130490.784,2107339.457
2008,18,65 to 69,2,Female,Communicable and nutrition disorders,158661758,147883731.7,169791237.8,144632486.8,132163698.3,157236552,12039767.69,8394407.213,17565403.65,1989503.457,1453591.913,2612562.003
2008,19,70 to 74,1,Male,Communicable and nutrition disorders,110843477.1,99309684.32,119848879.5,101976537.9,91914586,111020017.1,7666737.296,5591745.047,10147356.56,1200201.901,885743.7912,1479318.637
2008,19,70 to 74,2,Female,Communicable and nutrition disorders,148475772.7,138724481.1,157677061.1,137589325.3,126500273.6,147353246.5,9339133.527,6947732.522,11968305.24,1547313.816,1132358.797,1852225.352
2008,20,75 to 79,1,Male,Communicable and nutrition disorders,106500802.8,91311070.91,115988298.7,98585406.12,84563082.34,108489014.1,6885629.636,4693116.509,9723952.479,1029767.093,755314.1191,1269546.125
2008,20,75 to 79,2,Female,Communicable and nutrition disorders,152379935.3,137522558.5,163654737.9,142106959.9,128043027.6,153642762.1,8860572.426,6346050.607,12019415.39,1412402.86,1021622.663,1707103.185
2008,30,80 to 84,1,Male,Communicable and nutrition disorders,102195485.7,90242708.45,113000589,94727897.24,83627266.46,105298097.6,6538926.515,4856172.571,9535565.58,928661.9662,660434.8719,1209298.217
2008,30,80 to 84,2,Female,Communicable and nutrition disorders,156784919.7,137727879.8,171486508.3,146078833.7,127777788.2,159217795.7,9308362.791,7292061.619,13019017.14,1397723.34,1004693.972,1788119.542
2008,160,85 plus,1,Male,Communicable and nutrition disorders,117469733.6,84950433.4,135592668.5,108634380.4,79295419.44,127248958.2,7797454.752,4661929.635,11597702.66,1037898.495,622056.1167,1448521.177
2008,160,85 plus,2,Female,Communicable and nutrition disorders,219096054.1,180698763.3,239803725.7,202949704.5,160316505.5,224946505,14223120.08,10555605.65,20507862.31,1923229.376,1451699.014,2521757.718
2009,28,<1 year,1,Male,Communicable and nutrition disorders,368044577.1,344815980.3,406782222.6,249522205.4,217505666.7,287857067.4,105557439.7,84931469.41,125767361.4,12964932.05,9231406.911,16333546.73
2009,28,<1 year,2,Female,Communicable and nutrition disorders,282412829.7,262536131.6,304440730.2,190488037.5,166076730.9,220857527.4,81965728.54,66697105.16,98105545.58,9959063.72,7152750.935,12270870.01
2009,5,1 to 4,1,Male,Communicable and nutrition disorders,706397611.9,655051951.5,748401545,474348796.3,419483254.1,531010359,205981402.7,175248706.2,251311533.8,26067412.78,20054156.65,32601327.06
2009,5,1 to 4,2,Female,Communicable and nutrition disorders,586373943.1,551449897.8,630969665,392987218.3,346630091,445818137.6,171611192.9,145255013.2,201209723.2,21775532,16289074.58,28139389.62
2009,6,5 to 9,1,Male,Communicable and nutrition disorders,274590903.6,256456522.4,286179566.4,166269354.9,145981526,186187325.3,96483710.1,84322170.45,110801622.2,11837838.62,9595509.893,14201462.23
2009,6,5 to 9,2,Female,Communicable and nutrition disorders,256221843,237912909.5,270563760.8,155293876.1,135776499.5,175762310.8,89709590.72,78083253.82,100908855.3,11218376.14,9053388.45,13530813.7
2009,7,10 to 14,1,Male,Communicable and nutrition disorders,186803610.1,177020243.7,196288202.6,99213582.04,86551643.98,113950527.3,77840784.57,63700384.79,86159109.57,9749243.428,8126589.668,11841193.8
2009,7,10 to 14,2,Female,Communicable and nutrition disorders,212191114.7,199486672.3,223030397.1,114291844.1,99861416.83,131525481.5,86698803.77,70098835.13,95873606.63,11200466.77,9306861.71,13431421.19
2009,8,15 to 19,1,Male,Communicable and nutrition disorders,187028076,178426743.8,196367331,86046610.99,74295573.62,97938189.75,89420661.65,79797705.18,97015186.5,11560803.37,9587963.618,13797505.18
2009,8,15 to 19,2,Female,Communicable and nutrition disorders,275601704.2,260281386.6,288759477.5,133067853.5,113284481.6,154500572.8,125107608.3,112965565.2,136869721,17426242.41,14781939.99,20665848.54
2009,9,20 to 24,1,Male,Communicable and nutrition disorders,202684220.2,194014100.6,213133544.8,81754656.1,67378033.46,92848455.22,106795898.4,96488516.38,115315854.5,14133665.63,11214636.77,17347279.28
2009,9,20 to 24,2,Female,Communicable and nutrition disorders,408724655.6,376811048,438098092.7,191823814,145395660.1,240113656.3,187320694,163181486.1,210578455.8,29580147.87,23649774.67,37125197.41
2009,10,25 to 29,1,Male,Communicable and nutrition disorders,205496364.1,195928117,217006589.6,72304605.43,58294515.72,83894814.65,118084116.2,108514725.6,127995441.4,15107642.46,12013699.18,18711244.57
2009,10,25 to 29,2,Female,Communicable and nutrition disorders,387081553.8,362036062.2,407740974.2,154178967.4,121498627.8,182922344.1,204312022.6,183817423.8,224839494.2,28590563.76,23439829.12,34680951.83
2009,11,30 to 34,1,Male,Communicable and nutrition disorders,181755519.3,173025083.7,190717502.5,56886291.34,46144165.82,66134397.05,111449990,103439777.8,121414716.4,13419237.99,10956597.86,16223883.25
2009,11,30 to 34,2,Female,Communicable and nutrition disorders,319403953.7,301259430.1,336650940.6,114352197.5,92964546.45,134310915.8,181524730.7,165804872.7,202071802.2,23527025.64,18660573.7,27929097.58
2009,12,35 to 39,1,Male,Communicable and nutrition disorders,172350503.9,164523985,181332950.6,50318184.11,40138588.33,59553570.64,109672841.9,101848575.9,119186267.1,12359477.98,9819757.396,14958015.71
2009,12,35 to 39,2,Female,Communicable and nutrition disorders,301921907.6,283975750.3,320175433.3,104870574.9,84317978.49,124795460.6,175392080,160922676.6,197279450.3,21659252.86,16723112.38,26027924.38
2009,13,40 to 44,1,Male,Communicable and nutrition disorders,167322715.4,159679672.1,175999549.1,48049290.49,36431173.18,58178986.53,107805200.3,100320876,118232886,11468224.54,9218311.874,13605294.72
2009,13,40 to 44,2,Female,Communicable and nutrition disorders,284261179,267884164.7,301875225.1,97522614.95,77928548.41,114513677.7,166994169,154171615.8,186797270.4,19744395.1,15758998.96,23842437.45
2009,14,45 to 49,1,Male,Communicable and nutrition disorders,169657330.5,161406554.2,178214641.1,49766496.97,35486836.06,61852772.38,108873936.9,99954076.25,118979018.9,11016896.56,9220987.357,13951384.76
2009,14,45 to 49,2,Female,Communicable and nutrition disorders,281177481.6,266680466.1,297981101.5,95370650.84,74345527.43,112541252.4,167066357.5,152416227.6,185344076.1,18740473.33,15384607.25,23568032.65
2009,15,50 to 54,1,Male,Communicable and nutrition disorders,160067737.4,151812814.8,169258000.6,50042187.29,33626953.15,67370765.46,100211822.2,87542387.77,111305896.6,9813727.875,8550052.859,12592430.2
2009,15,50 to 54,2,Female,Communicable and nutrition disorders,247237460.5,235167403.8,266855007.7,86174583.88,62818158.1,110340317.4,145329394.9,127412925.3,163934412.7,15733481.72,13577141.47,19625530.47
